date_only,values_day_ahead
2021-05-28,76.06833333333333
2021-05-29,59.793749999999996
2021-05-30,43.31916666666667
2021-05-31,69.4875
2021-06-01,68.47083333333333
2021-06-02,65.73
2021-06-03,65.46375
2021-06-04,71.84666666666666
2021-06-05,60.0025
2021-06-06,53.83833333333333
2021-06-07,76.02958333333333
2021-06-08,77.04
2021-06-09,76.365
2021-06-10,77.10875
2021-06-11,74.63958333333333
2021-06-12,48.51416666666666
2021-06-13,29.934583333333336
2021-06-14,75.93875
2021-06-15,83.04166666666667
2021-06-16,83.05791666666666
2021-06-17,81.54958333333333
2021-06-18,82.03625
2021-06-19,71.97791666666667
2021-06-20,53.71875
2021-06-21,78.65416666666667
2021-06-22,81.99374999999999
2021-06-23,89.01625
2021-06-24,90.18416666666667
2021-06-25,86.24208333333333
2021-06-26,75.21708333333333
2021-06-27,65.58125
2021-06-28,84.82458333333334
2021-06-29,91.23541666666667
2021-06-30,89.04958333333333
2021-07-01,89.32166666666666
2021-07-02,96.44
2021-07-03,83.79333333333334
2021-07-04,81.35333333333334
2021-07-05,93.10416666666667
2021-07-06,85.49708333333332
2021-07-07,98.19291666666668
2021-07-08,95.8125
2021-07-09,88.42041666666667
2021-07-10,79.09041666666667
2021-07-11,77.60416666666667
2021-07-12,91.62208333333332
2021-07-13,91.87583333333333
2021-07-14,84.57666666666667
2021-07-15,87.3675
2021-07-16,84.29958333333333
2021-07-17,63.528333333333336
2021-07-18,47.038333333333334
2021-07-19,86.77583333333332
2021-07-20,91.35000000000001
2021-07-21,92.71875
2021-07-22,89.24624999999999
2021-07-23,85.52125000000001
2021-07-24,74.24916666666667
2021-07-25,63.27125
2021-07-26,88.11041666666667
2021-07-27,83.67583333333333
2021-07-28,75.98333333333333
2021-07-29,61.27041666666667
2021-07-30,63.86541666666667
2021-07-31,32.892916666666665
2021-08-01,60.34041666666667
2021-08-02,75.35958333333333
2021-08-03,89.65375
2021-08-04,92.41833333333334
2021-08-05,86.0675
2021-08-06,73.315
2021-08-07,60.36083333333334
2021-08-08,7.090416666666666
2021-08-09,70.38708333333334
2021-08-10,89.58416666666666
2021-08-11,98.76625
2021-08-12,101.01125
2021-08-13,92.77791666666667
2021-08-14,67.8425
2021-08-15,57.21958333333333
2021-08-16,66.55333333333333
2021-08-17,64.87583333333333
2021-08-18,80.9225
2021-08-19,95.22416666666668
2021-08-20,100.26791666666666
2021-08-21,87.94833333333332
2021-08-22,76.70375
2021-08-23,97.17125
2021-08-24,98.27625
2021-08-25,90.86625
2021-08-26,94.83166666666666
2021-08-27,96.28583333333334
2021-08-28,87.07166666666666
2021-08-29,86.60666666666667
2021-08-30,102.63
2021-08-31,114.02958333333333
2021-09-01,115.67458333333333
2021-09-02,118.30958333333332
2021-09-03,110.77833333333332
2021-09-04,106.13666666666667
2021-09-05,103.30416666666667
2021-09-06,125.95083333333334
2021-09-07,125.46208333333334
2021-09-08,126.18291666666666
2021-09-09,133.10666666666665
2021-09-10,138.46333333333334
2021-09-11,124.40625
2021-09-12,112.59291666666667
2021-09-13,141.97833333333332
2021-09-14,149.90458333333333
2021-09-15,164.08375
2021-09-16,171.23958333333334
2021-09-17,162.61541666666668
2021-09-18,142.87125
2021-09-19,121.02625
2021-09-20,152.42666666666665
2021-09-21,152.56166666666667
2021-09-22,148.81625
2021-09-23,135.93958333333333
2021-09-24,143.58791666666667
2021-09-25,144.2725
2021-09-26,128.475
2021-09-27,150.72916666666666
2021-09-28,166.14583333333334
2021-09-29,161.97291666666666
2021-09-30,167.36166666666665
2021-10-01,171.12625
2021-10-02,139.51166666666668
2021-10-03,112.02583333333332
2021-10-04,167.42666666666665
2021-10-05,160.52583333333334
2021-10-06,197.64041666666665
2021-10-07,289.10833333333335
2021-10-08,207.89499999999998
2021-10-09,174.26250000000002
2021-10-10,154.69833333333335
2021-10-11,197.17083333333332
2021-10-12,207.86541666666668
2021-10-13,204.73333333333335
2021-10-14,204.94208333333333
2021-10-15,212.0945833333333
2021-10-16,187.41291666666666
2021-10-17,174.12208333333334
2021-10-18,221.8225
2021-10-19,226.33208333333334
2021-10-20,223.30541666666667
2021-10-21,220.76916666666668
2021-10-22,228.81958333333333
2021-10-23,216.46333333333334
2021-10-24,184.51083333333335
2021-10-25,223.68916666666667
2021-10-26,228.32333333333335
2021-10-27,228.11083333333332
2021-10-28,218.20583333333332
2021-10-29,207.27333333333334
2021-10-30,188.63208333333333
2021-10-31,169.18833333333333
2021-11-01,176.91
2021-11-02,202.91583333333332
2021-11-03,210.18375
2021-11-04,194.06625
2021-11-05,200.2325
2021-11-06,185.72916666666666
2021-11-07,173.62
2021-11-08,207.63875
2021-11-09,214.15666666666667
2021-11-10,215.60791666666668
2021-11-11,191.57916666666665
2021-11-12,192.54541666666668
2021-11-13,191.9595833333333
2021-11-14,178.88750000000002
2021-11-15,218.14625
2021-11-16,232.10875
2021-11-17,237.24416666666664
2021-11-18,252.1075
2021-11-19,242.15874999999997
2021-11-20,230.01874999999998
2021-11-21,216.11125
2021-11-22,253.83416666666668
2021-11-23,274.3908333333333
2021-11-24,309.3883333333333
2021-11-25,297.43874999999997
2021-11-26,276.0395833333333
2021-11-27,234.61333333333334
2021-11-28,219.40041666666664
2021-11-29,302.13624999999996
2021-11-30,278.44416666666666
2021-12-01,268.0004166666667
2021-12-02,298.0858333333333
2021-12-03,298.24375000000003
2021-12-04,236.70166666666668
2021-12-05,218.5041666666667
2021-12-06,295.06916666666666
2021-12-07,265.34166666666664
2021-12-08,246.99
2021-12-09,283.5370833333333
2021-12-10,270.4429166666667
2021-12-11,245.68499999999997
2021-12-12,243.2591666666667
2021-12-13,286.48291666666665
2021-12-14,327.78541666666666
2021-12-15,329.1525
2021-12-16,367.93
2021-12-17,359.8
2021-12-18,306.51625
2021-12-19,343.46625
2021-12-20,397.61041666666665
2021-12-21,419.91875
2021-12-22,435.47208333333333
2021-12-23,402.7625
2021-12-24,357.555
2021-12-25,209.99458333333334
2021-12-26,191.83166666666668
2021-12-27,198.91083333333333
2021-12-28,184.43958333333333
2021-12-29,164.55708333333334
2021-12-30,145.16458333333333
2021-12-31,146.19039999999998
2022-01-01,90.96666666666665
2022-01-02,71.60125000000001
2022-01-03,158.42375
2022-01-04,171.4025
2022-01-05,180.46333333333334
2022-01-06,220.83833333333334
2022-01-07,228.24333333333334
2022-01-08,221.64416666666668
2022-01-09,210.75
2022-01-10,267.32416666666666
2022-01-11,259.04833333333335
2022-01-12,249.96583333333334
2022-01-13,233.59124999999997
2022-01-14,225.93083333333334
2022-01-15,229.29541666666668
2022-01-16,207.96291666666664
2022-01-17,252.36
2022-01-18,241.28708333333336
2022-01-19,228.25291666666666
2022-01-20,226.0925
2022-01-21,219.17125
2022-01-22,201.3429166666667
2022-01-23,198.76999999999998
2022-01-24,246.42083333333335
2022-01-25,270.9266666666667
2022-01-26,270.81166666666667
2022-01-27,273.6308333333333
2022-01-28,250.83083333333332
2022-01-29,228.1291666666667
2022-01-30,229.38958333333335
2022-01-31,238.92499999999998
2022-02-01,227.4283333333333
2022-02-02,233.59416666666667
2022-02-03,215.54625
2022-02-04,211.07916666666665
2022-02-05,196.50833333333333
2022-02-06,198.83583333333334
2022-02-07,204.89041666666665
2022-02-08,213.67125
2022-02-09,219.56083333333333
2022-02-10,211.87208333333334
2022-02-11,212.84333333333333
2022-02-12,194.71666666666667
2022-02-13,181.76125
2022-02-14,208.165
2022-02-15,210.235
2022-02-16,200.37
2022-02-17,189.7825
2022-02-18,184.43458333333334
2022-02-19,181.75333333333333
2022-02-20,182.66333333333333
2022-02-21,192.04791666666665
2022-02-22,182.46166666666667
2022-02-23,194.79625
2022-02-24,214.30208333333334
2022-02-25,266.32
2022-02-26,247.49416666666664
2022-02-27,207.82375000000002
2022-02-28,258.87833333333333
2022-03-01,286.6333333333333
2022-03-02,278.41875
2022-03-03,329.6479166666667
2022-03-04,388.78208333333333
2022-03-05,362.5816666666667
2022-03-06,362.67375
2022-03-07,429.16375
2022-03-08,575.1304166666667
2022-03-09,533.7970833333333
2022-03-10,384.45125
2022-03-11,350.2625
2022-03-12,268.1429166666667
2022-03-13,282.26166666666666
2022-03-14,309.28249999999997
2022-03-15,301.89625
2022-03-16,285.44041666666664
2022-03-17,267.82875
2022-03-18,247.12375
2022-03-19,234.40291666666667
2022-03-20,236.19458333333333
2022-03-21,249.75833333333333
2022-03-22,248.82458333333332
2022-03-23,241.8525
2022-03-24,247.24708333333334
2022-03-25,265.6025
2022-03-26,232.7279166666667
2022-03-27,195.9333333333333
2022-03-28,249.11374999999998
2022-03-29,255.75541666666666
2022-03-30,285.3654166666667
2022-03-31,302.5829166666667
2022-04-01,329.37291666666664
2022-04-02,311.9266666666667
2022-04-03,312.785
2022-04-04,347.39208333333335
2022-04-05,307.1641666666667
2022-04-06,269.8183333333333
2022-04-07,228.80541666666667
2022-04-08,245.70624999999998
2022-04-09,243.795
2022-04-10,197.29458333333332
2022-04-11,242.28833333333333
2022-04-12,241.6875
2022-04-13,242.80458333333334
2022-04-14,228.44125
2022-04-15,192.78333333333333
2022-04-16,149.31583333333333
2022-04-17,115.55
2022-04-18,125.12916666666666
2022-04-19,208.45375
2022-04-20,208.86041666666665
2022-04-21,197.53166666666667
2022-04-22,190.53958333333333
2022-04-23,157.47
2022-04-24,153.03
2022-04-25,222.56875
2022-04-26,243.49833333333333
2022-04-27,231.25583333333336
2022-04-28,243.68083333333334
2022-04-29,226.33
2022-04-30,200.69916666666666
2022-05-01,188.63125
2022-05-02,229.09083333333334
2022-05-03,218.26416666666668
2022-05-04,228.5225
2022-05-05,235.88166666666666
2022-05-06,228.49291666666667
2022-05-07,196.18166666666664
2022-05-08,174.1925
2022-05-09,222.715
2022-05-10,211.1341666666667
2022-05-11,195.54916666666668
2022-05-12,205.24916666666664
2022-05-13,206.73708333333332
2022-05-14,183.05708333333334
2022-05-15,149.98041666666668
2022-05-16,202.93041666666667
2022-05-17,226.62333333333333
2022-05-18,207.41833333333332
2022-05-19,211.43541666666667
2022-05-20,205.11083333333332
2022-05-21,174.98749999999998
2022-05-22,169.32833333333335
2022-05-23,184.12416666666664
2022-05-24,180.78208333333336
2022-05-25,181.42624999999998
2022-05-26,159.01166666666666
2022-05-27,169.48291666666668
2022-05-28,155.13708333333332
2022-05-29,164.64541666666668
2022-05-30,222.64333333333332
2022-05-31,220.94041666666666
2022-06-01,214.93166666666664
2022-06-02,196.68041666666667
2022-06-03,195.42624999999998
2022-06-04,174.88583333333335
2022-06-05,170.98625
2022-06-06,172.64458333333334
2022-06-07,197.8658333333333
2022-06-08,191.49249999999998
2022-06-09,187.22375
2022-06-10,194.79583333333335
2022-06-11,173.54458333333332
2022-06-12,166.705
2022-06-13,205.61333333333334
2022-06-14,216.28916666666666
2022-06-15,222.86541666666668
2022-06-16,253.75375
2022-06-17,312.02208333333334
2022-06-18,284.77833333333336
2022-06-19,263.7375
2022-06-20,302.06625
2022-06-21,333.3695833333333
2022-06-22,376.57666666666665
2022-06-23,361.52666666666664
2022-06-24,320.58166666666665
2022-06-25,285.82875
2022-06-26,278.9025
2022-06-27,331.81166666666667
2022-06-28,365.4704166666667
2022-06-29,345.87125
2022-06-30,357.27375
2022-07-01,345.01916666666665
2022-07-02,293.33125
2022-07-03,230.28041666666664
2022-07-04,349.43625
2022-07-05,371.5504166666667
2022-07-06,374.63958333333335
2022-07-07,362.17291666666665
2022-07-08,396.7616666666667
2022-07-09,381.30041666666665
2022-07-10,313.62583333333333
2022-07-11,402.23125
2022-07-12,415.4745833333333
2022-07-13,415.1045833333333
2022-07-14,385.8025
2022-07-15,397.17625
2022-07-16,338.99291666666664
2022-07-17,247.13875
2022-07-18,423.23625
2022-07-19,428.08708333333334
2022-07-20,442.0841666666667
2022-07-21,432.9941666666667
2022-07-22,415.0641666666667
2022-07-23,344.93291666666664
2022-07-24,323.085
2022-07-25,398.84833333333336
2022-07-26,439.7775
2022-07-27,470.73125
2022-07-28,519.6545833333333
2022-07-29,482.4075
2022-07-30,395.13875
2022-07-31,345.2525
2022-08-01,452.78541666666666
2022-08-02,448.0316666666667
2022-08-03,457.18875
2022-08-04,442.0429166666667
2022-08-05,409.09
2022-08-06,299.31166666666667
2022-08-07,253.48041666666666
2022-08-08,350.60833333333335
2022-08-09,361.00500000000005
2022-08-10,341.99083333333334
2022-08-11,357.13416666666666
2022-08-12,417.62583333333333
2022-08-13,393.57666666666665
2022-08-14,349.5004166666667
2022-08-15,419.2345833333333
2022-08-16,501.1745833333334
2022-08-17,545.0483333333333
2022-08-18,555.5816666666666
2022-08-19,527.1516666666666
2022-08-20,462.49625
2022-08-21,410.2895833333334
2022-08-22,567.6825
2022-08-23,623.35125
2022-08-24,625.4458333333333
2022-08-25,628.06875
2022-08-26,689.8554166666667
2022-08-27,569.58625
2022-08-28,580.5720833333334
2022-08-29,690.9404166666667
2022-08-30,723.2950000000001
2022-08-31,679.0858333333333
2022-09-01,621.0383333333333
2022-09-02,527.6341666666666
2022-09-03,424.19083333333333
2022-09-04,354.17875000000004
2022-09-05,491.7991666666667
2022-09-06,551.1620833333333
2022-09-07,498.69818181818187
